Time_hours,DOL_total_cells,DOL_stem_cells,DOL_buffer_cells,DOL_producer_cells,DOL_yield,Mono_cells,Mono_yield
9.273273273273274,991416418.1457921,274920892.30278325,40662333.54054653,675833192.3024623,1782.782051746094,862073950.0412222,1364.8960730930787
9.321321321321323,991799938.1786036,272995331.39293444,40382703.31914859,678421903.4665207,1806.2070817222652,865986381.6610788,1384.8234377697038
9.36936936936937,992166358.9376574,271078178.6293299,40104017.51433429,680984162.7939931,1829.7212081787904,869804592.7241379,1404.8399460638157
9.417417417417418,992516435.9579138,269169671.6196527,39826326.27517049,683520438.0630906,1853.3235241839275,873529904.661181,1424.9434402762975
9.465465465465465,992850892.3584878,267270031.32383874,39549676.596736096,686031184.4379131,1877.0131387229358,877163675.9296129,1445.1317934692163
9.513513513513514,993170419.846571,265379462.63047028,39274112.40873043,688516844.8073703,1900.7891763408588,880707298.8147719,1465.4029103005737
9.561561561561563,993475680.1649204,263498155.31460318,38999674.743989125,690977850.1063281,1924.6507766851385,884162195.6643139,1485.7547277560939
9.60960960960961,993767306.3600472,261626284.8308139,38726401.905831635,693414619.6234016,1948.5970940916036,887529811.3303356,1506.1852163696192
9.657657657657658,994045903.7166165,259764012.81293282,38454329.59384589,695827561.3098378,1972.6272972475545,890811614.0053018,1526.6923801443784
9.705705705705705,994312051.3136687,257911488.14554387,38183491.06148888,698217072.106636,1996.7405687088674,894009091.656825,1547.2742570719547
9.753753753753754,994566302.6899409,256068847.28635126,37913917.16710578,700583538.2364838,2020.9361046299177,897123748.7016019,1567.9289195622196
9.801801801801803,994809187.2986867,254236215.20964065,37645636.56092679,702927335.5281193,2045.2131143033414,900157100.3771968,1588.6544750317044
9.84984984984985,995041211.2654549,252413705.8181329,37378675.75164461,705248829.6956774,2069.570819871098,903110671.5053236,1609.449065986927
9.897897897897899,995262858.4696845,250601422.60070333,37113059.223912165,707548376.645069,2094.00845595484,905985994.7216403,1630.3108701112546
9.945945945945946,995474591.5830742,248799459.25068122,36848809.56638983,709826322.7660031,2118.525269299375,908784607.3979408,1651.2381004380654
9.993993993993994,995676852.7181934,247007899.9813338,36585947.5552643,712083005.1815953,2143.120518515415,911508048.4134599,1672.2290055167186
10.042042042042043,995870064.6550992,245226820.3057257,36324492.27469407,714318752.0746794,2167.7934736722477,914157855.6034478,1693.2818694579778
10.09009009009009,996054631.2982484,243456287.24208468,36064461.14739839,716533882.9087653,2192.543416092541,916735564.7864534,1714.3950117504799
10.138138138138139,996230938.843338,241696360.01970443,35805870.07835116,718728708.7452824,2217.369637959924,919242707.3000561,1735.56678723302
